"ID","KNOW_TYPE","OBJECT_HCODE","OBJECT_CNAME","KNOW_ID","KNOW_DESC","KNOW_KEYWORD","SAMPLE_SQL","HISQA","HISMAN","HISVALID","CREATE_BY","HCREATETIME","UPDATE_BY","HUPDATETIME"
219,GENERAL,,,126,在书写SQL的时候，如果使用 Common Table Expressions (CTEs) 这种格式，请确保每个条件在后续查询中都被连贯地使用。具体来说，请检查每个CTE中的条件是否在后续的查询中得到了合理的应用，避免出现未使用的条件或子查询。,,,,,1,,"2024-07-26 14:15:05",,"2024-10-17 23:47:49"
220,GENERAL,,,186,若问题中没有特别指明“依据XXX进行排序”，请依据你对问题的深刻理解，自行决定对关键核心信息采用正序或倒序的排列方式，排序的具体顺序应基于您对问题内容的准确把握！！！若问题中没有特别指明“依据XXX进行排序”，请依据你对问题的深刻理解，自行决定对关键核心信息采用正序或倒序的排列方式，排序的具体顺序应基于您对问题内容的准确把握！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-11-04 13:35:26"
221,GENERAL,,,196,如果在问题中涉及的是行业信息，并且表格中获取的查询对象是公司，那么请对公司数据进行聚合，以得到行业的整体结果。,,,,,1,,"2024-07-26 14:15:05",,"2024-10-17 23:47:49"
222,GENERAL,,,206,如果在问题中涉及到“增速的计算“，需统一剔除负值数据，无论其是作为减法运算中的减数还是被减数。,,,,,1,,"2024-07-26 14:15:05",,"2024-10-17 23:47:49"
224,DOMAIN,"",主板财务,212,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:05"
225,DOMAIN,"",主板行情,222,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:20"
226,DOMAIN,"",港股财务,232,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:21"
227,DOMAIN,"",港股行情,242,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:21"
228,DOMAIN,"",科创板财务,252,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:21"
229,DOMAIN,"",科创板行情,262,当问到某公司“估值”的时候，我们一般看该公司的PB或者PE值。并且对于PB值、PE值的指标，当涉及到个股公司筛选和对比时，我们用户更关心正值，因此在进行比较前，请添加条件： pb >0， pe > 0; 但是如果用户仅仅是查询某家公司的PB或PE值时，请不要添加该条件！,,,,,1,,"2024-06-13 15:29:55",,"2024-12-14 20:32:21"
230,GENERAL,,,308,请注意：当前版本的MYSQL不支持： PERCENTILE_CONT 窗口函数，请不要使用该函数！！！同时，MySQL不支持在LIMIT子句中使用子查询。MySQL的LIMIT子句只能接受常量值，而不能接受子查询的结果。,,,,,1,,"2024-07-26 14:15:05",,"2024-11-04 17:11:10"
231,GENERAL,,,999,在书写时请特别注意，数据库使用的是 MySQL 8.0.28 版本，因此请不要使用其他版本的 SQL 语法进行查询。在书写时请特别注意，数据库使用的是 MySQL 8.0.28 版本，因此请不要使用其他版本的 SQL 语法进行查询。,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
232,DOMAIN,,基金相关,19,如果问题中提及“重仓”，那么“重仓”有如下定义：持仓比例超过10%；,,,,,1,,"2024-08-16 17:22:21",,"2024-11-05 16:26:22"
235,DOMAIN,,内部信息查询,39,请特别注意，机构名称匹配时，务必使用模糊查询！！！,,,,,1,,"2024-08-16 17:22:21",,"2024-11-28 15:06:16"
236,DOMAIN,,内部信息查询,39,请特别注意，机构名称匹配时，请尽量考虑机构的别名，包括英文名、英文简称。但是请注意别名至多用2个！！！,,,,,1,,"2024-08-16 17:22:21",,"2024-11-12 08:42:35"
237,TABLE,FUND_MANAGER_INFO,基金经理信息表,149,"使用本表的时候，在查基金经理规模时加入两个限制：1.权益占大多数，总规模比例大于44.7%，2. 主动基金规模大于被动基金规模。这样可以有效排除货币基金、债券基金及被动基金。具体如下：SELECT f.* FROM FUND_MANAGER_INFO f
WHERE CASE WHEN NET_VALUE != 0 THEN MV_OF_STOCK / NET_VALUE ELSE 0 END >= 0.447  -- 权益占多数
  AND CASE WHEN MV_OF_STOCK != 0 THEN (MV_OF_STOCK - MV_OF_STOCK_PASSIVE) / MV_OF_STOCK ELSE 0 END >= 0.5 -- 主动基金规模要比被动基金规模大
ORDER BY f.NET_VALUE DESC;",,,,,1,,"2024-10-22 13:38:37",,"2025-01-17 10:51:24"
240,DOMAIN,"",基金相关,88,【报告期条件】请注意当前的报告期REPORT_DATE为 '2024-09-30'！！！请特别注意：当前的报告期REPORT_DATE = '2024-09-30' !!!如果涉及报告期，请务必添加本条件!!!,,,,,1,,"2024-06-13 15:29:55",,"2024-11-06 14:26:26"
242,DOMAIN_CLS,,主板经营,8,"对于'STK_PRI_INCOME_INDUSTRY', 'STK_PRI_INCOME_PRODUCT', 'STK_PRI_INCOME_DISTRICT'这三张表，如果问题没有明确说明“地区”、“行业”、“产品”，那么我们默认选取产品对应的表：'STK_PRI_INCOME_PRODUCT'。",,,,,1,,"2024-06-13 15:29:55",,"2024-08-21 16:42:41"
243,DOMAIN,"",主板经营,333,"对于'STK_PRI_INCOME_INDUSTRY', 'STK_PRI_INCOME_PRODUCT', 'STK_PRI_INCOME_DISTRICT'这三张表，如果问题没有明确说明“地区”、“行业”、“产品”，那么我们默认优先选取产品对应的表：'STK_PRI_INCOME_PRODUCT'。",,,,,1,,"2024-06-13 15:29:55",,"2024-11-04 16:30:50"
245,GENERAL,,,1099,【避免命名冲突】请特别注意：在命名时，应尽量避免使用与 MySQL 保留关键字冲突的名称，例如“RANK”、“NAME”等。如果必须使用这些关键字，请使用反引号将其括起来，例如将其写为 `RANK` 和 `NAME`，以避免与 MySQL 保留关键字发生冲突。,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
246,GENERAL,,,1099,"【MYSQL书写规则】请特别注意：在生成SQL语句或者修改MYSQL语句的时候，请务必注意在语句的最后以分号结尾："";""。",,,,,1,,"2024-07-26 14:15:05",,"2024-11-07 14:20:29"
247,GENERAL,,,999,在编写 SQL 查询时，尽量避免使用保留关键字作为标识符。如果必须使用，确保使用反引号进行正确引用，以避免语法错误。在编写 SQL 查询时，尽量避免使用保留关键字作为标识符。如果必须使用，确保使用反引号进行正确引用，以避免语法错误。,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
248,GENERAL,,,1099,当用户提及“全A股”的时候，是想了解整个A股市场的总体表现，例如总利润、平均增长率等，请使用聚合函数对数据进行汇总。这将帮助获得宏观层面的洞察。,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
252,TABLE,STK_ACHIEVE_FORECAST,上市公司业绩预告表,1,请特别注意： 1. DeclareDate代表业绩预告发布/提供/公布的时间，2. EndDate代表着业绩预告所关联的会计区间。如果用户没有明确指明会计区间，那么我们默认按照DeclareDate进行业绩预告期间的筛选，例如：2023年第四季度发布，则是指DeclareDate在2023-10-1到2023-12-31这个区间。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-14 15:52:26"
253,GENERAL,,,9,"书写SQL时请注意，请不要使用递归CTE结构，即类似""WITH RECURSIVE ....""的结构!!!",,,,,1,,"2024-07-26 14:15:05",,"2024-07-30 15:27:34"
254,TABLE,STK_PRE_DISCLOSURE,定期报告披露预约时间表,199,"请注意，使用本表格的时候，需要关注：""PeriodDate""报告期字段和""ACT_DATE""实际披露日期。请结合问题中的语境判断，需要如何条件。一般来说，当用户问2023年医药行业公司披露时间，这个一般指条件为：报告期在2023年。",,,,,1,,"2024-10-22 13:38:37",,"2024-11-16 10:03:19"
256,TABLE,SUMMARY_ROADSHOW_INFO,纪要及路演,666,请注意区分以下两个表：（1）SUMMARY_ROADSHOW_INFO（2）SUMMARY_ROADSHOW_INFO_US。当问题涉及美股相关的纪要时，请优先使用 SUMMARY_ROADSHOW_INFO_US 表。如果仅涉及海外券商但与美股无关，我们认为这些券商关注国内 A 股市场的纪要，因此请【只使用】： SUMMARY_ROADSHOW_INFO 表。,,,,,1,,"2024-06-13 15:29:55",,"2024-11-30 21:00:31"
257,DOMAIN,"",内部信息查询,686,请注意在“内部信息查询”域下在进行SQL书写的时候，尽量不要使用“IS NOT NULL”这样严格的条件限制字段。请注意在“内部信息查询”域下在进行SQL书写的时候，尽量不要使用“IS NOT NULL”这样严格的条件限制字段。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
258,TABLE_CLS,,基金相关,14,"当问题涉及到基金对应的""成分股""信息的时候，请将如下两个表纳入：1. ""FUND_PORTFOLIO_DETAIL""以及2.""FUND_ASSET_ALLOCATION""这两个表。",,,,,1,,"2024-08-13 11:03:11",,"2024-11-21 13:07:24"
265,DOMAIN,"",内部信息查询,97,"在书写SQL的时候，请注意，当涉及到""行业""的时候，请将行业作为一个可选条件而不是必须要满足！！！",,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:40"
269,DOMAIN,"",内部信息查询,218,"该问题可能涉及到申万X级行业，X级行业名称为""XXXX"";",,,,,1,,"2024-06-13 15:29:55",,"2024-08-15 15:29:55"
274,TABLE,INVESTIGATE_MAIN_MEETING,策略会,9,本表格，允许使用TITLE字段，对于使用的行业、股票、机构等条件，请需要保证至少出现在如下：（1）标题、（2）相关条件 中！！！并且请对字段条件进行适当的扩写，例如机构包含机构全称、简称、英文名等。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-28 17:55:51"
275,TABLE,INVESTIGATE_MAIN,调研,9,本表格，允许使用TITLE字段，对于使用的行业、股票、机构等条件，请需要保证至少出现在如下：（1）标题、（2）相关条件 中！！！并且请对字段条件进行适当的扩写，例如机构包含机构全称、简称、英文名等。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-28 17:55:56"
276,DOMAIN_CLS,"",内部信息查询,988,如果问题中，用户只提及了“调研”相关信息，请只考虑：'调研通知'。,,,,,1,,"2024-06-13 15:29:55",,"2024-11-25 19:46:31"
277,TABLE,ROADSHOW_MAIN,路演,9,本表格，允许使用TITLE字段，对于使用的行业、股票、机构等条件，请需要保证至少出现在如下：（1）标题、（2）相关条件 中！！！并且请对字段条件进行适当的扩写，例如机构包含机构全称、简称、英文名等。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-28 17:55:57"
278,TABLE,ROADSHOW_MAIN_US,海外路演,9,本表格，允许使用TITLE字段，对于使用的行业、股票、机构等条件，请需要保证至少出现在如下：（1）标题、（2）相关条件 中！！！并且请对字段条件进行适当的扩写，例如机构包含机构全称、简称、英文名等。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-28 17:55:57"
280,TABLE,CMNT_INFO,点评信息,19,"【问题中涉及的个股关联】如果想要关联公司或者股票名称，请参考使用如下SQL片段，用股票名通过MSTR_CNAME字段模糊匹配：“”“select CMNT_HCODE , DIM_TYPE , MSTR_CNAME  from CMNT_RELA cr  where DIM_TYPE = 'STOCK' and MSTR_CNAME LIKE ""%中国中免%""”“”。",,,,,1,,"2024-08-06 22:25:48",,"2024-12-04 18:01:25"
281,TABLE,CMNT_INFO,点评信息,29,"【问题中涉及的行业关联】如果想要关联申万一级行业名称，请参考使用如下SQL片段，通过MSTR_CNMAE模糊匹配行业名称：“”“select CMNT_HCODE , DIM_TYPE , MSTR_CNAME  from CMNT_RELA cr  where DIM_TYPE = 'INDUSTRY' and MSTR_CNAME LIKE ""%电子%""”“”。",,,,,1,,"2024-08-06 22:25:48",,"2024-12-04 18:02:09"
283,TABLE,SUMMARY_ROADSHOW_INFO,纪要及路演,998,请特别注意，如果问题中的公司不涉及到A股上市公司，那么请不要对公司名和任何字段进行关联！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-11-28 11:47:54"
285,DOMAIN,"",主板财务,78,选股问题用户不指定日期都用最新时间！！！,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
297,DOMAIN_CLS,"",查资料,998,"当问题意图不明确的时候，没有明确说明想要哪个类别材料时，请同时考虑：""会议纪要""、""点评信息""、""研报信息""、""公众号信息""。例如问题：东吴证券2025年展望。
当问题意图不明确的时候，没有明确说明想要哪个类别材料时，只是提了一个投资研究问题，请同时考虑：""会议纪要""、""点评信息""、""研报信息""、""公众号信息""。例如问题：金域医学发布的医疗大模型叫什么？",,,,,0,,"2024-06-13 15:29:55",,"2025-01-08 14:40:14"
300,DOMAIN_CLS,,个股相关,2,当用户问到”XXXX旗下有哪些公司？“这类问题的时候，我们主要考虑股东相关的域。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:12"
301,TABLE,SUMMARY_ROADSHOW_INFO_US,会议纪要,139,请注意：表中的 SEC_JSON 涉及个股（包括个股及其对应的码值），关联个股名称。如果涉及到个股，请使用以下任一条件进行模糊匹配，只需满足其中一个即可：（1）股票中文名；（2）股票代码。例如：SEC_JSON LIKE '%GOOG.US%' OR SEC_JSON LIKE '%谷歌%'。,,,,,1,,"2024-06-13 15:29:55",,"2024-12-02 13:35:48"
303,TABLE,NXNY_REPORT_MAIN,研报信息,104,"请重点关注请重点关注""REPORT_TYPE""字段，请重点关注""REPORT_TYPE""字段，请重点关注""REPORT_TYPE""字段！！！填写条件时请注意以下要求：
#关联字段#：根据用户的问题，务必将其关联到 REPORT_TYPE（报告类别）字段！！！
#筛选条件#：匹配特定值：如果用户的问题明确涉及某个报告类别，请匹配该具体值。字段为空：同时考虑 REPORT_TYPE 字段为空（NULL）的情况，以确保包含未分类的报告。
#示例#：REPORT_TYPE = ""XXXX"" OR REPORT_TYPE IS NULL。
#注意#： 如果用户提及”想看某行业所对应的公司“时，我们考虑”A股公司研究“类别。",,,,,1,,"2024-06-13 15:29:55",,"2024-12-04 19:26:01"
304,TABLE,NXNY_REPORT_MAIN_US,研报信息,105,"请重点关注请重点关注""REPORT_TYPE""字段，请重点关注""REPORT_TYPE""字段，请重点关注""REPORT_TYPE""字段！！！填写条件时请注意以下要求：
#关联字段#：根据用户的问题，务必将其关联到 REPORT_TYPE（报告类别）字段！！！
#筛选条件#：匹配特定值：如果用户的问题明确涉及某个报告类别，请匹配该具体值。字段为空：同时考虑 REPORT_TYPE 字段为空（NULL）的情况，以确保包含未分类的报告。
#示例#：REPORT_TYPE = ""行业研究"" OR REPORT_TYPE IS NULL。
#注意#： 如果用户提及”想看某行业所对应的公司“时，我们考虑”公司研究“类别。",,,,,1,,"2024-06-13 15:29:55",,"2024-12-04 19:26:14"
305,DOMAIN_CLS,"",查资料,408,请特别注意：当用户提到”研究框架“和”深度“（深度报告）的时候，请优先考虑”研报信息“。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 14:40:14"
310,GENERAL,,,88,请注意所提供的表格中，datetime类别的字段，请不要使用基于字符串的模糊匹配方式进行匹配，例如PeriodDate LIKE '%-12-31'，这样会出现问题。,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
311,GENERAL,,,99,请在书写SQL查询的时候，当表格和字段信息和专家知识发生冲突的时候，请以表格和字段信息为准！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
312,GENERAL,,,81,"请特别注意，datetime 类型的字段格式为 ""YYYY-MM-DD HH:MM:SS.sss""（例如 ""2024-03-31 00:00:00.000""）。在编写 SQL 查询条件时，请特别留意。",,,,,1,,"2024-07-26 14:15:05",,"2024-12-09 19:37:34"
313,TABLE,STK_COM_PROFILE,上市公司基本信息表,99,"请特别注意： 当使用本表的时候，如果需要匹配公司名称，请特别注意，使用""STK_COM_PROFILE""这个表的时候，请尽量使用模糊匹配，并且尽量关联CSName，即公司简称，例如 CSName LIKE ""%贵州茅台%""。",,,,,1,,"2024-08-06 22:25:48",,"2025-02-02 13:49:25"
314,GENERAL,,,8881,【查询性能】虽然CTE能提高可读性，但大量的嵌套与分段计算可能会影响优化器的全局优化能力。适当合并CTE或利用窗口函数等特性，在单个查询中直接获取所需的初始、最终值或统计结果，可提升性能。检查 DISTINCT 是否真的需要，避免不必要的数据去重操作!!!通过窗口函数、条件聚合等方式减少重复的中间计算步骤，将多个步骤合并到同一个查询中，有助于提升性能。请检查 DISTINCT 是否真的需要，避免不必要的数据去重操作!!!,,,,,1,,"2024-07-26 14:15:05",,"2025-01-04 19:43:55"
315,TABLE,STK_MNG_POST,高管及其他重要员工任职表,1299,请特别注意：当使用本表时，如果用户想查询特定职位（POST）的信息，请勿在 SQL 语句中将其作为筛选条件，例如使用 POST LIKE '%副总裁%'。您只需展示满足其他条件的结果，后续将通过其他流程对 POST 进行语义筛选。,,,,,1,,"2024-08-06 22:25:48",,"2024-11-14 15:52:26"
316,GENERAL,,,77,请特别注意，在书写SQL时，为了让用户更好地理解SQL结果，请将所有参与计算的指标字段一并进行展示输出！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
317,GENERAL,,,73,请特别注意：当查询中使用 SELECT DISTINCT 时，MySQL 要求 ORDER BY 子句中使用的所有列必须包含在 SELECT 列表中！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-07-28 19:18:52"
318,GENERAL,,,8,在书写SQL的时候，请尽量不要使用LAG函数，因为你无法确定其中的数据的频度。,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
320,DOMAIN_CLS,,个股相关,3,当用户没有明确表达是A股还是港股的时候，我们优先考虑A股公司。例如“医药行业XXXX？”,,,,,1,,"2024-06-13 15:29:55",,"2024-08-21 16:42:41"
321,GENERAL,,,988,请特别注意，当用户问题涉及“XXX行业”、“XXX板块”等的时候，往往指的是这个这个行业或者板块的聚合结果，请在公司的基础上进行聚合。,,,,,1,,"2024-07-26 14:15:05",,"2024-12-09 19:37:34"
324,GENERAL,,,1088,"在 MySQL 中，开启 ONLY_FULL_GROUP_BY 模式后，编写聚合查询（SELECT 语句中含有聚合函数，如 AVG, COUNT, SUM 等）时，所有在 SELECT 中出现但没有应用聚合函数的列，都必须在 GROUP BY 子句中出现，否则就会报错。请特别注意！
",,,,,1,,"2024-07-26 14:15:05",,"2024-12-09 19:37:34"
325,GENERAL,,,1098,请特别注意：由于收盘时间存在延迟，在编写 SQL 查询时，如果需要筛选最近的交易日，请使用当前日期的前一天作为过滤条件！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-12-31 15:52:20"
328,GENERAL,,,1938,在书写SQL的时候，如果将日期作为条件的时候，请使用单引号扩起来，例如 END_DATE >= '2013-07-01' ！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-12-26 14:18:36"
329,TABLE,STK_COM_PROFILE,上市公司基本信息表,1399,"请特别注意：当使用本表时，如果使用""PRI_BIZ""字段对业务进行模糊筛选，请尽量根据query问题进行一定扩写后，再进行过滤筛选。例如“云厂商相关公司"", PRI_BIZ LIKE ""云计算"" or PRI_BIZ LIKE ""云存储"" or PRI_BIZ LIKE ""云平台""，不要只是用单个字，例如PRI_BIZ LIKE ""云""！！！例如“升压变有些公司“， PRI_BIZ LIKE ""升压"" or PRI_BIZ LIKE ""变压"" or PRI_BIZ LIKE ""升压变压器""。在进行模糊筛选的时候，请至少使用4个条件。",,,,,1,,"2024-08-06 22:25:48",,"2024-12-31 15:38:29"
330,GENERAL,,,727,请注意：将 ORDER BY 中使用的列包含在 SELECT 列表中，如果确实需要使用 DISTINCT，请确保 ORDER BY 子句中引用的所有列都包含在 SELECT 语句的 SELECT 列表中。,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
332,GENERAL,,,747,请注意，在进行计算的时候，不要使用YEAR()获取年度进行聚合统计或者计算，因为你不知道数据的频率是多少！！！不要使用YEAR()获取年度进行聚合统计或者计算，因为你不知道数据的频率是多少！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
333,GENERAL,,,89,请尽量不要使用DISTINCT！！！请尽量不要使用DISTINCT！！！请尽量不要使用DISTINCT！！！请尽量不要使用DISTINCT！！！,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
334,TABLE,STK_COM_PROFILE,上市公司基本信息表,106,请特别注意：如果用户query想要筛选和“XXXX相关”的公司，如果背景知识中获取了对应的行业和题材板块，请优先以行业、题材映射为准，不要使用PRI_BIZ字段进行模糊匹配查询。如果不包含行业或者题材，则使用本表的PRI_BIZ字段匹配。,,,,,1,,"2024-06-13 15:29:55",,"2025-02-02 13:50:34"
336,DOMAIN_CLS,"",查资料,409,请特别注意：如果实体抽取中抽取到了“机构”信息，那么请不要考虑“外资研报”。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 14:40:14"
337,TABLE,STK_PRI_INCOME_DISTRICT,主营业务收入按地区分布表,116,请特别注意：如果问题提及“营收占比”“收入占比”等，请优先考虑：【PRI_RVNU_PCT】 这个字段，代表：占营业收入比重！！！,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:20"
338,TABLE,STK_PRI_INCOME_PRODUCT,主营业务收入按产品分布表,126,请特别注意：如果问题提及“营收占比”“收入占比”等，请优先考虑：【PRI_RVNU_PCT】 这个字段，代表：占营业收入比重！！！,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:21"
339,TABLE,STI_PRI_INCOME_PRODUCT,科创板主营业务收入按产品分布表,136,请特别注意：如果问题提及“营收占比”“收入占比”等，请优先考虑：【PRI_RVNU_PCT】 这个字段，代表：占营业收入比重！！！,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:21"
340,TABLE,STI_PRI_INCOME_DISTRICT,科创板主营业务收入按地区分布表,146,请特别注意：如果问题提及“营收占比”“收入占比”等，请优先考虑：【PRI_RVNU_PCT】 这个字段，代表：占营业收入比重！！！,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:21"
342,GENERAL,,,17,请注意：当问到”加速增长“这类的时候，例如”净利润加速增长“，我们需要考虑增长率需要为正数(>0)。,,,,,1,,"2024-07-26 14:15:05",,"2024-11-05 13:19:44"
343,DOMAIN_CLS,,个股相关,3,当用户问到：XXXXX参股/入股了XXXX公司，请优先考虑“主板股本股东”，不要考虑“主版公司行为”。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:12"
344,DOMAIN,"",指数相关,668,宽基：通常指上证50（000016.SH），沪深300（000300.SH），中证500（000905.SH），中证800（000906.SH），中证1000（000852.SH），中证2000（932000.CSI），国证1000（399311.SZ），国证2000（399303.SZ），中证全指（000985.CSI），中证A50（930050.CSI），中证A500（000510.CSI），科创50（000688.SH），北证50（899050.BJ），创业板指（399006.SZ），恒生指数（HSI.HK），恒生港股通（HSHKI.HK）等。问题中涉及到比如“上证50，300，沪深300，宽基”时，将其转为具体的指数代码，不要用名称like进行查询！！！如果不了解对应的代码的时候，请对名称使用模糊匹配查询。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:41:21"
345,DOMAIN,"",指数相关,669,股票市场整体水平：一般用中证全指（000985.CSI），基金整体水平：一般用中证偏股基金（930950.CSI）,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
346,DOMAIN,"",指数相关,670,"默认的基金指数，中证的930950.CSI（我们系统中有值），如果客户专门提到了wind的885001（我们没有这个值），也可以转为对标中证930950.CSI，一般就是当做一个benchmark，指数值的差异不重要。“公募基金跑赢指数了吗”，可以用930950.CSI或者000300.SH。
",,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:45:16"
347,DOMAIN,"",指数相关,671,"红利：最常用的：中证红利（000922.CSI，跟踪ETF数量最多），中证红利低波（H30269.CSI，跟踪etf与中证红利一样6个，合计规模低于中证红利），上证红利（000015.SH，单个ETF规模最大），深证红利（399324.SZ）。恒生高股息（HSSCHKY.HK），中证沪港深高股息指数（930918.CSI）。其他红利指数除非客户问题中指定，否则默认用中证红利（000922.CSI）即可。
",,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:37:20"
348,DOMAIN,"",指数相关,672,"如果问题中提到类似“相对大盘超额，相对小盘超额”等与“大中小盘”有关的提问时：超大盘：上证50（000016.SH，期货对应IH合约） ，大盘：沪深300（000300.SH，期货对应IF）
中盘：中证500（000905.SH，期货对应IC），小盘：中证2000（932000.CSI， 中证1000期货对应IM），微盘：Wind有个专门的微盘指数，中证系没有对应的，最接近的是中证2000（932000.CSI）。",,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:36:30"
349,DOMAIN,"",指数相关,673,"成长、价值、均衡风格：如果问题中提到类似“相对成长指数超额，相对价值超额”等与“成长、价值”这种风格有关的提问时：太保主动偏股价值基金指数：932292.CSI，太保主动偏股均衡基金：932293.CSI，太保主动偏股成长基金：932294.CSI，可用作价值、均衡、成长的benchmark。
",,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:38:16"
350,DOMAIN,"",指数相关,674,指数增强：指数增强的基金，名字里都带“指数增强”4个字，like 查询即可。场内指数增强ETF，名字都带“增强策略”4个字，like查询即可。,,,,,1,,"2024-06-13 15:29:55",,"2024-10-17 17:47:42"
351,DOMAIN,"",指数相关,675,"【关于赛道】一般指如下6个赛道，对应6个赛道指数（不一定是市场习惯，我们自己系统中用这些指数作为赛道的benchmark）
科技：000998.CSI、制造：000962.CSI、金融：000934.SH、消费：000942.CSI、周期：000961.CSI、医药：000933.SH；
与行业、赛道有关的ETF查询：
select ETF_CODE,ETF_NAME,        size,        -- 大中小盘        STYLE,       -- 成长，价值        SECTOR,      -- 申万1级        SECTOR_2,    -- 申万2级        SECTOR_3,    -- 申万3级        TRACK        -- 赛道 from ETF_LABEL_INFO_CHINA where ETF_NAME like '%增强%'
",,,,,1,,"2024-06-13 15:29:55",,"2025-01-17 10:44:12"
353,TABLE,STK_PRI_INCOME_DISTRICT,主营业务收入按地区分布表,216,请尽量避免在本表中进行聚合和分组计算，仅进行条件查找和过滤。此外，ITEM_NAME 字段包含“合计”项，当用户查询总收入、总成本等信息时，可以通过筛选“合计”或者“总计”值来获取相应的数据。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:20"
354,TABLE,STK_PRI_INCOME_PRODUCT,主营业务收入按产品分布表,226,请尽量避免在本表中进行聚合和分组计算，仅进行条件查找和过滤。此外，ITEM_NAME 字段包含“合计”项，当用户查询总收入、总成本等信息时，可以通过筛选“合计”或者“总计”值来获取相应的数据。,,,,,1,,"2024-06-13 15:29:55",,"2025-01-08 20:36:21"
