stockName,industryName
嘉鼎国际集团,轻工制造
信铭生命科技,医药生物
华夏文化科技,计算机
基石控股,建筑材料
粤海置地,房地产
越南制造加工出口,轻工制造
康达环保,环保
金石资本集团,非银金融
巨腾国际,非银金融
恒基地产,房地产
美图公司,计算机
金达控股,非银金融
北京控股环境集团,环保
彭顺国际,商贸零售
结好控股,非银金融
结好金融,非银金融
周大福,纺织服饰
高丰集团控股,非银金融
阳光油砂,石油石化
香港生力啤,食品饮料
新锐医药,医药生物
WT集团,非银金融
威高股份,医药生物
永利地产发展,房地产
中信股份,综合
山高新能源,公用事业
安科系统,计算机
盛京银行,银行
COOL LINK,通信
天臣控股,房地产
中信国际电讯,通信
南旋控股,轻工制造
同得仕(集团),商贸零售
翼辰实业,建筑材料
中漆集团,基础化工
同方友友,家用电器
靛蓝星,电子
建成控股,房地产
汤臣集团,房地产
华星控股,传媒
依波路,纺织服饰
泛海酒店,社会服务
中国利郎,纺织服饰
大洋环球控股,医药生物
南京熊猫电子股份,通信
建生国际,房地产
中国光大绿色环保,环保
长和,综合
中港照相,电子
中国三三传媒,传媒
顺兴集团控股,轻工制造
建滔积层板,电子
福耀玻璃,汽车
硬蛋创新,商贸零售
中国恒大,房地产
慕诗国际,美容护理
滨海投资,非银金融
三和建筑集团,建筑装饰
晨讯科技,计算机
大快活集团,食品饮料
保发集团,轻工制造
新世纪集团,非银金融
龙记集团,食品饮料
民生教育,社会服务
恒富控股,房地产
香格里拉(亚洲),社会服务
硕奥国际,电子
中石化冠德,石油石化
亿和控股,电子
训修实业,轻工制造
IBI GROUP HLDGS,建筑装饰
永利澳门,社会服务
中国飞机租赁,非银金融
OSL集团,通信
密迪斯肌,美容护理
顺诚,轻工制造
长江生命科技,医药生物
三宝科技,机械设备
玖龙纸业,轻工制造
倢冠控股,轻工制造
招商局置地,房地产
哈尔滨银行,银行
融科控股,房地产
神威药业,医药生物
中国创意控股,传媒
上海实业控股,房地产
华鼎控股,纺织服饰
煜荣集团,建筑材料
VTECH HOLDINGS,电子
汇思太平洋,非银金融
新高教集团,社会服务
大同集团,煤炭
水发兴业新材料,建筑材料
彩虹新能源,公用事业
中国基建投资,房地产
易鑫集团,汽车
百富环球,计算机
丽新国际,纺织服饰
中国金融发展,银行
盛诺集团,机械设备
中国智能健康,医药生物
HMVOD视频,传媒
中昌国际控股,交通运输
天宇股份,医药生物
天永智能,机械设备
丽人丽妆,商贸零售
光大优2,
佳力图,机械设备
伊戈尔,电子
若羽臣,商贸零售
长城证券,非银金融
安达维尔,国防军工
奥士康,电子
宏达电子,国防军工
威唐工业,汽车
中欣氟材,基础化工
德方纳米,电力设备
盈趣科技,电子
华林证券,非银金融
好太太,轻工制造
天禾股份,基础化工
钒钛股份,钢铁
铜陵有色,有色金属
顺发恒业,房地产
三木集团,综合
合金投资,有色金属
英力特,基础化工
风华高科,电子
茂化实华,石油石化
万方发展,国防军工
西王食品,食品饮料
仁和药业,医药生物
格力电器,家用电器
泰达股份,综合
金岭矿业,钢铁
*ST金科,房地产
中钨高新,有色金属
珠海中富,轻工制造
长春高新,医药生物
永安林业,农林牧渔
湖北广电,传媒
荣丰控股,房地产
宝鹰股份,建筑装饰
广汇汽车,汽车
安琪酵母,食品饮料
安迪苏,基础化工
维维股份,食品饮料
华锡有色,有色金属
标准股份,机械设备
ST曙光,汽车
恒顺醋业,食品饮料
酒钢宏兴,钢铁
华泰股份,轻工制造
万华化学,基础化工
广西能源,公用事业
平高电气,电力设备
农发种业,农林牧渔
上海家化,美容护理
洪都航空,国防军工
新力金融,非银金融
亚星化学,基础化工
振华重工,机械设备
宁波能源,公用事业
惠而浦,家用电器
建设机械,机械设备
东风股份,汽车
中国国贸,房地产
首创环保,环保
上海机场,交通运输
包钢股份,钢铁
华能国际,公用事业
皖通高速,交通运输
华夏银行,银行
民生银行,银行
宝钢股份,钢铁
中原高速,交通运输
上海电力,公用事业
中远海能,交通运输
中国石化,石油石化
南方航空,交通运输
中信证券,非银金融
振华B股,
津投城开,房地产
瀚蓝环境,环保
华发股份,房地产
西藏天路,建筑材料
大东方,商贸零售
中盐化工,基础化工
宁波富邦,有色金属
祥龙电业,环保
综艺股份,综合
广誉远,医药生物
西藏城投,房地产
汉商集团,医药生物
南京熊猫,通信
东方通信,通信
东信B股,
ST新潮,石油石化
友好集团,商贸零售
达仁堂,医药生物
天通股份,电子
宏达股份,基础化工
白云山,医药生物
长春燃气,公用事业
国机汽车,汽车
澳柯玛,家用电器
美克家居,轻工制造
西藏珠峰,有色金属
中油工程,石油石化
天富能源,公用事业
黑牡丹,房地产
国药股份,医药生物
腾达建设,建筑装饰
联环药业,医药生物
海南机场,房地产
三一重工,机械设备
福建高速,交通运输
楚天高速,交通运输
招商银行,银行
歌华有线,传媒
亿晶光电,电力设备
国发股份,医药生物
狮头股份,商贸零售
新赛股份,农林牧渔
莫高股份,食品饮料
卓郎智能,机械设备
山煤国际,煤炭
山东黄金,有色金属
深高速,交通运输
厦门钨业,有色金属
保变电气,电力设备
时代出版,传媒
凯盛科技,电子
南网储能,公用事业
开滦股份,煤炭
三花智控,家用电器
士兰微,电子
洪城环境,环保
*ST九有,通信
空港股份,房地产
好当家,农林牧渔
百利电气,电力设备
风神股份,汽车
六国化工,基础化工
华光环能,公用事业
湘邮科技,计算机
杭萧钢构,建筑装饰
宜宾纸业,轻工制造
保税科技,交通运输
国电电力,公用事业
钱江生化,环保
浙大网新,计算机
宁波海运,交通运输
渤海化学,石油石化
华新水泥,建筑材料
福建水泥,建筑材料
新奥股份,公用事业
*ST鹏博,通信
悦达投资,综合
济南高新,医药生物
马钢股份,钢铁
山西汾酒,食品饮料
神马股份,基础化工
东方集团,商贸零售
华北制药,医药生物
杭州解百,商贸零售
厦工股份,机械设备
建元信托,非银金融
宇通重工,环保
中路股份,汽车
中路B股,
耀皮玻璃,建筑材料
耀皮B股,
隧道股份,建筑装饰
金开新能,公用事业
上海物贸,汽车
天下秀,传媒
康缘药业,医药生物
大西洋,机械设备
老白干酒,食品饮料
金自天正,机械设备
江西长运,交通运输
浙江东日,商贸零售
东睦股份,机械设备
中国东航,交通运输
三峡水利,公用事业
西宁特钢,钢铁
中国卫星,国防军工
长江投资,交通运输
科力远,电力设备
千金药业,医药生物
凌云股份,汽车
双良节能,电力设备
福能股份,公用事业
扬农化工,基础化工
粤传媒,传媒
东信和平,通信
建车B,
宁通信B,
闽灿坤B,
航民股份,纺织服饰
浙江东方,非银金融
郑州煤电,煤炭
兰花科创,煤炭
铁龙物流,交通运输
杭钢股份,钢铁
金健米业,农林牧渔
苏豪弘业,商贸零售
太极集团,医药生物
波导股份,电子
国网信通,计算机
重庆啤酒,食品饮料
东湖高新,建筑装饰
乐凯胶片,基础化工
ST明诚,社会服务
浪莎股份,纺织服饰
中青旅,社会服务
兴发集团,基础化工
长春一东,汽车
廊坊发展,公用事业
中国船舶,国防军工
中毅达,基础化工
中毅达B,
大众交通,交通运输
大众B股,
老凤祥,纺织服饰
老凤祥B,
神奇制药,医药生物
神奇B股,
中直股份,国防军工
四川路桥,建筑装饰
中国联通,通信
宁波联合,综合
东望时代,公用事业
九鼎投资,非银金融
黄山旅游,社会服务
黄山B股,
万东医疗,医药生物
中国医药,医药生物
厦门象屿,交通运输
五矿发展,商贸零售
古越龙山,食品饮料
海信视像,家用电器
国投资本,非银金融
华润双鹤,医药生物
皖维高新,基础化工
南京高科,房地产
丰华股份,有色金属
金枫酒业,食品饮料
国新能源,公用事业
国新B股,
氯碱化工,基础化工
氯碱B股,
海立股份,家用电器
海立B股,
天宸股份,综合
华鑫股份,非银金融
光大嘉宝,房地产
华谊集团,基础化工
华谊B股,
复旦复华,医药生物
申达股份,汽车
新世界,商贸零售
华建集团,建筑装饰
龙头股份,纺织服饰
浙数文化,传媒
精工科技,机械设备
华兰生物,医药生物
杭汽轮B,
中鲁B,
五矿资本,非银金融
航发科技,国防军工
盛和资源,有色金属
盘江股份,煤炭
华电辽能,公用事业
安源煤业,煤炭
海澜之家,纺织服饰
抚顺特钢,钢铁
红豆股份,纺织服饰
大有能源,煤炭
动力源,电力设备
国电南瑞,电力设备
安泰集团,煤炭
三友化工,基础化工
华胜天成,计算机
小商品城,商贸零售
湘电股份,电力设备
江淮汽车,汽车
天润乳业,食品饮料
国药现代,医药生物
宇通客车,汽车
冠城大通,电力设备
*ST富润,综合
凤凰光学,电子
中船科技,电力设备
光明肉业,食品饮料
新疆天业,基础化工
康欣新材,轻工制造
澄星股份,基础化工
国睿科技,国防军工
法拉电子,电子
济川药业,医药生物
山鹰国际,轻工制造
ST中珠,医药生物
安阳钢铁,钢铁
恒生电子,计算机
信雅达,计算机
康恩贝,医药生物
惠泉啤酒,食品饮料
淮河能源,煤炭
大族激光,机械设备
天奇股份,机械设备
传化智联,交通运输
盾安环境,家用电器
凯恩股份,轻工制造
永新股份,轻工制造
协鑫能科,公用事业
世荣兆业,房地产
亿帆医药,医药生物
京新药业,医药生物
中捷资源,机械设备
科华生物,医药生物
方大炭素,钢铁
国网英大,非银金融
康美药业,医药生物
贵州茅台,食品饮料
文一科技,机械设备
华海药业,医药生物
中天科技,通信
贵航股份,汽车
长园集团,电力设备
菲达环保,环保
华嵘控股,机械设备
昆药集团,医药生物
物贸B股,
益民集团,商贸零售
新华传媒,传媒
兰生股份,社会服务
百联股份,商贸零售
百联B股,
茂业商业,商贸零售
人民同泰,医药生物
香溢融通,非银金融
ST广网,传媒
第一医药,医药生物
申通地铁,交通运输
上海机电,机械设备
机电B股,
海通证券,非银金融
上海九百,商贸零售
四川长虹,家用电器
动力新科,汽车
动力B股,
上工申贝,机械设备
上工B股,
丹化科技,基础化工
丹科B股,
宝信软件,计算机
宝信B,
祥源文旅,社会服务
精达股份,电力设备
京能电力,公用事业
克劳斯,机械设备
卧龙电驱,电力设备
八一钢铁,钢铁
天地科技,机械设备
海油工程,石油石化
长电科技,电子
妙可蓝多,食品饮料
博闻科技,农林牧渔
杉杉股份,电力设备
宏发股份,电力设备
国投电力,公用事业
伊利股份,食品饮料
新疆众和,有色金属
南京化纤,基础化工
大晟文化,传媒
航发动力,国防军工
广日股份,机械设备
张江高科,房地产
厦门空港,交通运输
*ST美讯,电子
长江电力,公用事业
华电国际,公用事业
黔源电力,公用事业
航天机电,电力设备
维科技术,电力设备
建发股份,交通运输
锦旅B股,
汇丽B,
伊泰B股,
同济科技,建筑装饰
万里股份,电力设备
上海临港,房地产
临港B股,
伟星股份,纺织服饰
华邦健康,医药生物
ST德豪,家用电器
渤海汽车,汽车
岳阳林纸,轻工制造
博汇纸业,轻工制造
内蒙一机,国防军工
郴电国际,公用事业
新五丰,农林牧渔
健民集团,医药生物
北矿科技,机械设备
华创云信,非银金融
华升股份,纺织服饰
永泰能源,煤炭
中体产业,社会服务
大龙地产,房地产
巨化股份,基础化工
天坛生物,医药生物
香江控股,房地产
中闽能源,公用事业
*ST宁科,基础化工
福田汽车,汽车
联美控股,公用事业
武汉控股,环保
太原重工,机械设备
上海建工,建筑装饰
上海贝岭,电子
黄河旋风,机械设备
卧龙地产,房地产
中国巨石,建筑材料
雅戈尔,纺织服饰
东安动力,汽车
安通控股,交通运输
瑞茂通,交通运输
S佳通,汽车
生益科技,电子
光电股份,国防军工
格力地产,房地产
莲花控股,食品饮料
国中水务,环保
大众公用,公用事业
登海种业,农林牧渔
人福医药,医药生物
金花股份,医药生物
东风科技,汽车
海泰发展,房地产
*ST博信,综合
中信尼雅,食品饮料
同仁堂,医药生物
中视传媒,传媒
特变电工,电力设备
国新文化,社会服务
东方明珠,传媒
新黄浦,房地产
浦东金桥,房地产
金桥B股,
国脉文化,传媒
万业企业,房地产
申能股份,公用事业
爱建集团,非银金融
乐山电力,公用事业
中源协和,医药生物
外高桥,房地产
外高B股,
城投控股,房地产
锦江在线,交通运输
锦在线B,
飞乐音响,汽车
申华控股,汽车
中安科,计算机
豫园股份,商贸零售
信达地产,房地产
电子城,房地产
福耀玻璃,汽车
昂立教育,社会服务
外服控股,社会服务
陆家嘴,房地产
陆家B股,
哈药股份,医药生物
华孚时尚,纺织服饰
兔宝宝,建筑材料
美年健康,医药生物
国光电器,电子
江南高纤,纺织服饰
中铁工业,机械设备
山东药玻,医药生物
交大昂立,食品饮料
豫光金铅,有色金属
栖霞建设,房地产
天士力,医药生物
柳化股份,基础化工
青松建化,建筑材料
华鲁恒升,基础化工
中远海特,交通运输
三元股份,食品饮料
冠豪高新,轻工制造
北方导航,国防军工
片仔癀,医药生物
通威股份,电力设备
瑞贝卡,纺织服饰
国机通用,机械设备
金证股份,计算机
华纺股份,纺织服饰
宁夏建材,建筑材料
大名城,房地产
大名城B,
湘财股份,非银金融
云天化,基础化工
开创国际,农林牧渔
广州发展,公用事业
林海股份,汽车
同方股份,计算机
明星电力,公用事业
青山纸业,轻工制造
上汽集团,汽车
永鼎股份,通信
重庆路桥,交通运输
美尔雅,纺织服饰
亚盛集团,农林牧渔
国金证券,非银金融
诺德股份,电力设备
北方稀土,有色金属
海螺水泥,建筑材料
金晶科技,建筑材料
新华医疗,医药生物
用友网络,计算机
广东榕泰,计算机
泰豪科技,国防军工
龙溪股份,机械设备
大连圣亚,社会服务
海特高新,国防军工
ST易购,商贸零售
航天电器,国防军工
山东威达,机械设备
分众传媒,传媒
思源电气,电力设备
七匹狼,纺织服饰
达安基因,医药生物
巨轮智能,机械设备
苏泊尔,家用电器
丽江股份,社会服务
旺能环境,环保
华帝股份,家用电器
联创电子,电子
保利联合,基础化工
双鹭药业,医药生物
华夏幸福,房地产
航天动力,机械设备
长江通信,通信
恒力石化,石油石化
华阳股份,煤炭
山东高速,交通运输
亚宝药业,医药生物
浙江龙盛,基础化工
旭光电子,电子
敦煌种业,农林牧渔
精伦电子,通信
恒丰纸业,轻工制造
凌云B股,
涪陵电力,公用事业
博通股份,计算机
宝钛股份,有色金属
时代新材,机械设备
贵研铂业,有色金属
上海医药,医药生物
电科数字,计算机
海欣股份,医药生物
海欣B股,
龙建股份,建筑装饰
春兰股份,房地产
航天长峰,国防军工
宁波中百,商贸零售
银座股份,商贸零售
王府井,商贸零售
京城股份,机械设备
北京人力,社会服务
中航高科,国防军工
内蒙华电,公用事业
哈投股份,非银金融
百大集团,商贸零售
星湖科技,基础化工
通化东宝,医药生物
梅雁吉祥,公用事业
远东股份,电力设备
石化油服,石油石化
中炬高新,食品饮料
益佰制药,医药生物
中孚实业,有色金属
新安股份,基础化工
光明乳业,食品饮料
北大荒,农林牧渔
ST熊猫,非银金融
青岛啤酒,食品饮料
方正科技,电子
云赛智联,计算机
云赛B股,
广汇物流,房地产
市北高新,房地产
市北B股,
汇通能源,商贸零售
绿地控股,房地产
ST沪科,商贸零售
金杯汽车,汽车
淮北矿业,煤炭
浙文互联,传媒
赤峰黄金,有色金属
四创电子,国防军工
贵绳股份,机械设备
马应龙,医药生物
水井坊,食品饮料
通宝能源,公用事业
新钢股份,钢铁
鲁信创投,机械设备
新华百货,商贸零售
中储股份,交通运输
鲁抗医药,医药生物
轻纺城,商贸零售
梅花生物,基础化工
创业环保,环保
东方电气,电力设备
凯盛新能,建筑材料
电科芯片,电子
航天电子,国防军工
博瑞传播,社会服务
亚泰集团,综合
焦作万方,有色金属
ST美谷,美容护理
中油资本,非银金融
海螺新材,建筑材料
*ST恒立,综合
吉林敖东,医药生物
兖矿能源,煤炭
泉阳泉,食品饮料
ST锦港,交通运输
ST锦港B,
国电南自,电力设备
赣粤高速,交通运输
航天信息,计算机
开开实业,医药生物
开开B股,
嘉化能源,基础化工
恒瑞医药,医药生物
东方创业,商贸零售
重庆港,交通运输
中央商场,商贸零售
华阳新材,有色金属
南钢股份,钢铁
钱江水利,环保
浦东建设,建筑装饰
羚锐制药,医药生物
ST舜天,商贸零售
大恒科技,计算机
*ST信通,通信
宁波华翔,汽车
远达环保,环保
三峡新材,建筑材料
鄂尔多斯,钢铁
鄂资B股,
天地源,房地产
ST瑞德,电子
太极实业,建筑装饰
尖峰集团,建筑材料
ST目药,医药生物
东阳光,综合
川投能源,公用事业
中华企业,房地产
交运股份,汽车
闻泰科技,电子
江苏索普,基础化工
上实发展,房地产
西藏旅游,社会服务
江中药业,医药生物
海航科技,交通运输
海科B,
庚星股份,交通运输
锦江酒店,社会服务
锦江B股,
厦门国贸,交通运输
浪潮软件,计算机
长江传媒,传媒
紫光国微,电子
国旅联合,传媒
辽宁能源,煤炭
洲际油气,石油石化
中航沈飞,国防军工
安徽合力,机械设备
通策医疗,医药生物
中国海防,国防军工
中航重机,国防军工
新农开发,农林牧渔
ST华微,电子
创新新材,有色金属
江西铜业,有色金属
联创光电,电子
ST通葡,商贸零售
宁波韵升,有色金属
红星发展,基础化工
五洲交通,交通运输
西南证券,非银金融
三房巷,基础化工
万向德农,农林牧渔
中航机载,国防军工
中文传媒,传媒
*ST汉马,汽车
首开股份,房地产
宁沪高速,交通运输
昊华科技,基础化工
宝光股份,电力设备
健康元,医药生物
ST春天,食品饮料
广东明珠,钢铁
金地集团,房地产
北巴传媒,汽车
*ST海越,石油石化
龙净环保,环保
江山股份,基础化工
京能置业,房地产
云煤能源,煤炭
山东钢铁,钢铁
金发科技,基础化工
中国动力,电力设备
株冶集团,有色金属
国投中鲁,农林牧渔
福成股份,农林牧渔
恒源煤电,煤炭
宝胜股份,电力设备
广安爱众,公用事业
汇鸿集团,商贸零售
长安汽车,汽车
长安B,
远大控股,交通运输
天茂集团,非银金融
高新发展,建筑装饰
国机精工,机械设备
*ST京蓝,环保
锦龙股份,非银金融
丰乐种业,农林牧渔
中兴商业,商贸零售
黑芝麻,食品饮料
中南股份,钢铁
苏宁环球,房地产
中原传媒,传媒
新能泰山,电力设备
西安饮食,社会服务
湖南发展,公用事业
美锦能源,煤炭
京东方A,电子
京东方B,
鲁泰A,纺织服饰
鲁泰B,
冠捷科技,电子
国元证券,非银金融
燕京啤酒,食品饮料
四川美丰,基础化工
振华科技,国防军工
罗牛山,农林牧渔
中交地产,房地产
北方铜业,有色金属
航发控制,国防军工
普洛药业,医药生物
国海证券,非银金融
国华网安,计算机
深振业A,房地产
全新好,商贸零售
ST凯撒,社会服务
中国武夷,房地产
中水渔业,农林牧渔
神州数码,计算机
中国天楹,环保
华联控股,房地产
深南电A,公用事业
深南电B,
中集集团,机械设备
ST旭蓝,公用事业
中洲控股,房地产
招商积余,房地产
深纺织A,电子
深纺织B,
德赛电池,电力设备
深天马A,电子
方大集团,建筑材料
特力A,综合
特力B,
飞亚达B,
深圳能源,公用事业
国药一致,医药生物
一致B,
深深房A,房地产
深深房B,
富奥股份,汽车
富奥B,
大悦城,房地产
深桑达A,建筑装饰
华塑控股,电子
新金路,基础化工
丽珠集团,医药生物
渝开发,房地产
国际医学,医药生物
荣安地产,房地产
四环生物,医药生物
中兵红箭,国防军工
凤凰航运,交通运输
长虹美菱,家用电器
虹美菱B,
众泰汽车,汽车
山子高科,汽车
山西焦煤,煤炭
大庆华科,石油石化
越秀资本,非银金融
华工科技,机械设备
ST九芝,医药生物
诚志股份,基础化工
闽东电力,公用事业
皇台酒业,食品饮料
新大陆,计算机
隆平高科,农林牧渔
华润三九,医药生物
新和成,基础化工
方大B,
皇庭国际,房地产
皇庭B,
深赛格,商贸零售
深赛格B,
华锦股份,石油石化
中金岭南,有色金属
农产品,商贸零售
深圳华强,电子
中兴通讯,通信
北方国际,建筑装饰
中国长城,计算机
华控赛格,环保
红棉股份,综合
岭南控股,社会服务
华侨城A,房地产
ST特信,通信
海王生物,医药生物
盐田港,交通运输
深圳机场,交通运输
天健集团,房地产
广聚能源,石油石化
中信海直,交通运输
ST红太阳,基础化工
学大教育,社会服务
柳工,机械设备
广弘控股,食品饮料
冰山B,
穗恒运A,公用事业
华金资本,非银金融
顺钠股份,电力设备
万泽股份,医药生物
华映科技,电子
中绿电,公用事业
云南白药,医药生物
粤电力A,公用事业
粤电力B,
佛山照明,家用电器
粤照明B,
德展健康,医药生物
美利云,计算机
智慧农业,汽车
航锦科技,基础化工
岳阳兴长,石油石化
神雾节能,环保
京山轻机,电力设备
山东海化,基础化工
超声电子,电子
太钢不锈,钢铁
启迪环境,环保
东莞控股,交通运输
天音控股,商贸零售
鲁西化工,基础化工
中国稀土,有色金属
粤桂股份,综合
秦川机床,机械设备
财信发展,房地产
中信国安,通信
承德露露,食品饮料
北部湾港,交通运输
*ST工智,机械设备
汇源通信,通信
TCL科技,电子
中成股份,商贸零售
丰原药业,医药生物
川能动力,公用事业
华数传媒,传媒
中联重科,机械设备
常山北明,计算机
国际实业,电力设备
东方盛虹,石油石化
中鼎股份,汽车
峨眉山A,社会服务
ST中嘉,通信
法尔胜,环保
欢瑞世纪,传媒
亚钾国际,基础化工
双汇发展,食品饮料
皖能电力,公用事业
中原环保,环保
金浦钛业,基础化工
金圆股份,环保
航天发展,国防军工
湖南投资,交通运输
江铃汽车,汽车
江铃B,
创元科技,环保
甘肃能化,煤炭
安道麦A,基础化工
安道麦B,
泰山石油,石油石化
华茂股份,纺织服饰
ST高鸿,通信
石化机械,机械设备
冀东装备,机械设备
五粮液,食品饮料
国风新材,基础化工
顺鑫农业,食品饮料
海印股份,商贸零售
银星能源,公用事业
豫能控股,公用事业
津滨发展,房地产
鞍钢股份,钢铁
赣能股份,公用事业
现代投资,交通运输
航天科技,汽车
新洋丰,基础化工
云内动力,汽车
厦门港务,交通运输
浙商中拓,交通运输
*ST景峰,医药生物
ST数源,房地产
大亚圣象,轻工制造
广农糖业,农林牧渔
泸天化,基础化工
钱江摩托,汽车
华特达因,医药生物
电广传媒,传媒
金陵药业,医药生物
海信家电,家用电器
佳电股份,电力设备
河钢资源,钢铁
众合科技,机械设备
三湘印象,房地产
安凯客车,汽车
张裕A,食品饮料
张裕B,
吉电股份,公用事业
新希望,农林牧渔
天山股份,建筑材料
云南铜业,有色金属
潍柴重机,汽车
中广核技,基础化工
华联股份,商贸零售
湖北能源,公用事业
城发环境,环保
海南高速,房地产
启迪药业,医药生物
太阳能,公用事业
平潭发展,农林牧渔
德龙汇能,公用事业
宝塔实业,机械设备
古井贡酒,食品饮料
古井贡B,
东北制药,医药生物
兴蓉环境,环保
青岛双星,汽车
建投能源,公用事业
韶能股份,公用事业
盛达资源,有色金属
渤海股份,环保
华媒控股,传媒
阳光股份,房地产
*ST中迪,房地产
西安旅游,社会服务
贵州轮胎,汽车
神州信息,计算机
西部创业,交通运输
莱茵体育,房地产
万向钱潮,汽车
我爱我家,房地产
烽火电子,国防军工
陕国投A,非银金融
供销大集,商贸零售
渝三峡A,基础化工
海南海药,医药生物
许继电气,电力设备
冀东水泥,建筑材料
金融街,房地产
派林生物,医药生物
长虹华意,家用电器
胜利股份,公用事业
藏格矿业,有色金属
云鼎科技,计算机
沈阳机床,机械设备
英特集团,医药生物
ST旭电,电子
ST东旭B,
渤海租赁,非银金融
合百集团,商贸零售
通程控股,商贸零售
吉林化纤,基础化工
南京公用,综合
湖北宜化,基础化工
东阿阿胶,医药生物
徐工机械,机械设备
兴业银锡,有色金属
海德股份,非银金融
泸州老窖,食品饮料
苏常柴A,汽车
苏常柴B,
新大洲A,煤炭
海马汽车,汽车
粤宏远A,房地产
甘化科工,国防军工
威孚高科,汽车
酒鬼酒,食品饮料
一汽解放,汽车
四川九洲,家用电器
北京文化,传媒
山高环能,公用事业
云铝股份,有色金属
*ST和展,房地产
创维数字,家用电器
冰轮环境,机械设备
陕西金叶,轻工制造
蓝焰控股,石油石化
安泰科技,有色金属
中科三环,有色金属
中基健康,农林牧渔
佛塑科技,基础化工
山金国际,有色金属
*ST华铁,机械设备
浪潮信息,计算机
桂林旅游,社会服务
ST金鸿,公用事业
盈方微,电子
上峰水泥,建筑材料
智度股份,传媒
恒天海龙,基础化工
襄阳轴承,汽车
大连友谊,商贸零售
山推股份,机械设备
视觉中国,传媒
东方电子,电力设备
远兴能源,基础化工
中山公用,环保
东北证券,非银金融
国城矿业,有色金属
宝新能源,公用事业
华天酒店,社会服务
粤高速A,交通运输
粤高速B,
张家界,社会服务
晨鸣纸业,轻工制造
锌业股份,有色金属
ST西发,食品饮料
漳州发展,综合
山西高速,交通运输
新华制药,医药生物
浩物股份,汽车
中色股份,有色金属
中百集团,商贸零售
本钢板材,钢铁
本钢板B,
西藏矿业,有色金属
通化金马,医药生物
晋控电力,公用事业
中航西飞,国防军工
广发证券,非银金融
中核科技,机械设备
亚太实业,基础化工
惠天热电,公用事业
滨海能源,电力设备
宗申动力,机械设备
炼石航空,国防军工
沈阳化工,石油石化
模塑科技,汽车
厦门信达,汽车
正虹科技,农林牧渔
恒逸石化,石油石化
浙江震元,医药生物
神州高铁,机械设备
中国宝安,电力设备
美丽生态,建筑装饰
深物业A,房地产
深物业B,
新兴铸管,钢铁
甘咨询,建筑装饰
恒申新材,基础化工
长江证券,非银金融
居然之家,商贸零售
北新建材,建筑材料
北大医药,医药生物
万年青,建筑材料
华神科技,医药生物
甘肃能源,公用事业
盐湖股份,基础化工
华闻集团,传媒
英洛华,有色金属
南玻A,建筑材料
南玻B,
沙河股份,房地产
深康佳A,家用电器
深康佳B,
深中华A,纺织服饰
深中华B,
深粮控股,农林牧渔
深粮B,
深华发A,电子
深华发B,
深科技,电子
招商港口,交通运输
招港B,
*ST深天,建筑材料
福星股份,房地产
中国铁物,机械设备
中钢国际,建筑装饰
兰州黄河,食品饮料
中粮科技,农林牧渔
中关村,医药生物
华菱钢铁,钢铁
神火股份,有色金属
晨鸣B,
山东路桥,建筑装饰
武商集团,商贸零售
国新健康,计算机
南华生物,医药生物
京粮控股,农林牧渔
京粮B,
*ST中润,有色金属
珠海港,公用事业
平安银行,银行
万科A,房地产
四川双马,非银金融
华西股份,基础化工
冀中能源,煤炭
紫光股份,计算机
南天信息,计算机
新乡化纤,基础化工
重药控股,医药生物
中国重汽,汽车
广济药业,医药生物
河化股份,医药生物
欣龙控股,纺织服饰
中通客车,汽车
电投产融,非银金融
首钢股份,钢铁
锡业股份,有色金属
东方钽业,有色金属
华东医药,医药生物
天保基建,房地产
长源电力,公用事业
双环科技,基础化工
中信特钢,钢铁
河钢股份,钢铁
贝瑞基因,医药生物
湖南黄金,有色金属
北斗星通,国防军工
通富微电,电子
中国中免,商贸零售
圣农发展,农林牧渔
齐心集团,轻工制造
浙江永强,轻工制造
天津普林,电子
东南网架,建筑装饰
安纳达,基础化工
广宇集团,房地产
潍柴动力,汽车
中远海发,交通运输
大连重工,机械设备
宏达新材,基础化工
大为股份,电子
太平洋,非银金融
天融信,计算机
三全食品,食品饮料
电投能源,煤炭
中信银行,银行
北京银行,银行
创新医疗,医药生物
中国重工,国防军工
嘉应制药,医药生物
中国中铁,建筑装饰
新华都,传媒
利尔化学,基础化工
联化科技,基础化工
华宇软件,计算机
康斯特,机械设备
御银股份,计算机
全聚德,社会服务
建设工业,汽车
上海莱士,医药生物
北辰实业,房地产
软控股份,机械设备
紫金矿业,有色金属
纳思达,计算机
建设银行,银行
盛新锂能,有色金属
聚力文化,建筑材料
奥特佳,汽车
天威视讯,传媒
中远海控,交通运输
西部矿业,有色金属
水晶光电,电子
星网锐捷,通信
四川成渝,交通运输
中国中车,机械设备
光大证券,非银金融
万马股份,电力设备
博深股份,机械设备
亚太股份,汽车
天润工业,汽车
汉王科技,计算机
实益达,电子
顺络电子,电子
新集能源,煤炭
ST证通,计算机
中国海诚,建筑装饰
东港股份,轻工制造
神州泰岳,传媒
延华智能,计算机
中海油服,石油石化
合纵科技,电力设备
怡亚通,商贸零售
华天科技,电子
宝武镁业,有色金属
海得控制,机械设备
中国神华,煤炭
盛通股份,轻工制造
四方股份,电力设备
长城汽车,汽车
拓邦股份,电子
辉煌科技,通信
精艺股份,有色金属
安妮股份,轻工制造
宏达高科,纺织服饰
银轮股份,汽车
