stockName,industryName
西北管道,公用事业
北方王朝矿业,有色金属
"Saia, Inc.",交通运输
赖兰,家用电器
塞勒姆传媒,传媒
"Ryman Hospitality Properties, Inc.",社会服务
桑德森农场,农林牧渔
赛富时,电子
"S&T Bancorp, Inc.",银行
"Rush Enterprises, Inc. Class B",汽车
Salient Midstream & MLP Fund,非银金融
"Safe Bulkers, Inc.",交通运输
桑德里奇能源,石油石化
Ohmyhome Limited,房地产
"Salisbury Bancorp, Inc.",银行
智人国际,计算机
兰德资本,非银金融
"Radiant Logistics, Inc.",交通运输
Urban One Inc Class D,传媒
山脉资源,煤炭
"Raven Industries, Inc.",机械设备
Tufin Software Technologies Ltd,计算机
"Corebridge Financial, Inc.",非银金融
PDS Biotechnology Corp.,医药生物
"Precision BioSciences, Inc.",医药生物
"Silk Road Medical, Inc.",医药生物
"Lyft, Inc. Class A",交通运输
Genfit SA Sponsored ADR,医药生物
Itamar Medical Ltd Sponsored ADR,医药生物
老虎证券,非银金融
"Village Farms International, Inc.",农林牧渔
AlphaTime Acquisition Corp.,非银金融
"Penns Woods Bancorp, Inc.",银行
"ServiceNow, Inc.",计算机
SEI投资,非银金融
纳图兹家具,轻工制造
内克塔治疗,医药生物
Navios Maritime Partners LP,交通运输
"Nelnet, Inc. Class A",非银金融
纽尔真检测,医药生物
"NeoGenomics, Inc.",医药生物
美国网存,计算机
网易,传媒
Neonode Inc.,电子
Neuberger Berman Intermediate Municipal Fund,非银金融
New America High Income Fund,非银金融
奈飞,传媒
NeoPhotonics Corporation,电子
Neuberger Berman MLP Income Fund,非银金融
新东方,社会服务
"NETGEAR, Inc.",通信
新概念能源,电力设备
Rithm Capital Corp.,非银金融
Neuberger Berman New York Intermediate Municipal Fund,非银金融
Neovasc Inc.,医药生物
网侦系统,计算机
New Germany Fund,非银金融
"Palisade Bio, Inc.",医药生物
"Neptune Wellness Solutions, Inc.",医药生物
纳索尔科技,电子
New Gold Inc.,有色金属
神经分泌生物科学,医药生物
"Lesaka Technologies, Inc.",计算机
"NeuroMetrix, Inc.",医药生物
纽约社区银行,银行
"Mullen Automotive, Inc.",汽车
Neuberger Berman California Intermediate Municipal Fund,非银金融
"New Home Co., Inc.",房地产
Neuberger Berman High Yield Strategies Fund,非银金融
New Ireland Fund,非银金融
纽约抵押信托,房地产
"Gannett Co., Inc.",传媒
纽约时报,传媒
旅行者集团,非银金融
"Molecular Templates, Inc.",医药生物
"Tilly's, Inc. Class A",商贸零售
Nuveen Intermediate Duration Municipal Term Fund,非银金融
Nuveen New York Municipal Value Fund,非银金融
Denali Therapeutics Inc.,医药生物
安盛公平,非银金融
乐信,非银金融
Luther Burbank Corporation,银行
Entera Bio Ltd.,医药生物
Quanterix Corporation,医药生物
Meridian Corporation,银行
森淼科技,电子
"Ribbon Communications, Inc.",通信
Allied Gaming & Entertainment Inc.,社会服务
"KLX Energy Services Holdings, Inc.",石油石化
云米,家用电器
"SilverCrest Metals, Inc.",有色金属
趣头条,传媒
"Entasis Therapeutics Holdings, Inc.",医药生物
Farfetch Ltd. Class A,商贸零售
派拉蒙黄金内华达,有色金属
"Select Interior Concepts, Inc. Class A",建筑装饰
"Verb Technology Company, Inc.",计算机
1药网,医药生物
"Saga Communications, Inc. Class A",传媒
北美建筑,建筑装饰
"Toughbuilt Industries, Inc.",机械设备
"Sonos, Inc.",电子
"Arlo Technologies, Inc.",电子
极光,计算机
"Tenable Holdings, Inc.",计算机
Endava Plc Sponsored ADR Class A,计算机
Berry Corporation,石油石化
拼多多,商贸零售
欧朋浏览器,通信
"Veoneer, Inc.",汽车
"Aquestive Therapeutics, Inc.",医药生物
Liquidia Corporation,医药生物
"Bionano Genomics, Inc.",医药生物
Titan Medical Inc.,医药生物
"Aadi Biosciences, Inc.",医药生物
"PetSmart, Inc.",商贸零售
培瑞克,医药生物
Phibro Animal Health Corporation Class A,医药生物
辉瑞,医药生物
"PFSweb, Inc.",计算机
"PetMed Express, Inc.",医药生物
菲利普莫里斯,食品饮料
Physicians Realty Trust,房地产
PIMCO Commercial Mortgage Securities Trust,非银金融
菲律宾长途电话,通信
"Vidler Water Resources, Inc.",环保
Phillips 66,石油石化
Pimco Corporate & Income Stategy Fund,非银金融
Phillips 66 Partners LP,石油石化
"Altimmune, Inc.",医药生物
"Piedmont Office Realty Trust, Inc. Class A",房地产
巴西石油,石油石化
PIMCO Dynamic Income Fund,非银金融
Adams Natural Resources Fund,非银金融
Pilgrim's Pride Corporation,食品饮料
Epsilon Energy Ltd.,石油石化
American Resources Corporation,煤炭
Levi Strauss & Co. Class A,纺织服饰
韩国友利金融,非银金融
"Salarius Pharmaceuticals, Inc.",医药生物
"Zynex, Inc.",医药生物
"Shockwave Medical, Inc.",医药生物
"Castor Maritime, Inc.",交通运输
"Avantor, Inc.",医药生物
"aTyr Pharma, Inc.",医药生物
思享无限,计算机
"Covetrus, Inc.",医药生物
"Rhinebeck Bancorp, Inc.",银行
Brainsway Ltd Sponsored ADR,医药生物
Regulus Therapeutics Inc.,医药生物
艾斯欧艾斯,电子
"Floor & Decor Holdings, Inc. Class A",商贸零售
"TPG RE Finance Trust, Inc.",房地产
"Affinity Bancshares, Inc.",银行
萨米特银行,银行
"Streamline Health Solutions, Inc.",计算机
Stratasys Ltd.,机械设备
史赛克,医药生物
Stone Harbor Emerging Markets Income Fund,非银金融
斯图尔特信息服务,计算机
Stone Harbor Emerging Markets Total Income Fund,非银金融
斯特姆-鲁格,国防军工
"Summit Hotel Properties, Inc.",房地产
"Suburban Propane Partners, L.P.",石油石化
Summit Midstream Partners LP,石油石化
萨米特州立银行,银行
"Viracta Therapeutics, Inc.",医药生物
"SurModics, Inc.",医药生物
"Superior Industries International, Inc.",轻工制造
"SunLink Health Systems, Inc.",社会服务
"Sun Communities, Inc.",房地产
"Lumos Pharma, Inc.",医药生物
诺伍德金融,非银金融
Gates Industrial Corporation plc,机械设备
Solid Biosciences Inc.,医药生物
Adicet Bio Inc,医药生物
敦信金融,非银金融
"ADT, Inc.",家用电器
"PlayAGS, Inc.",传媒
"Eyenovia, Inc.",医药生物
Dolphin Entertainment Inc,传媒
埃克西尔能源,石油石化
"One Stop Systems, Inc.",计算机
百事,食品饮料
Spirit航空,交通运输
伟世通,汽车
信安金融,非银金融
"PGT Innovations, Inc.",家用电器
挪威邮轮,交通运输
当纳利,食品饮料
CohBar Inc,医药生物
VICI Properties Inc,房地产
"Independence Realty Trust, Inc.",房地产
TORM PLC Class A,交通运输
阿波罗医疗控股,医药生物
MVB Financial Corp.,银行
Corporacion America Airports S.A.,交通运输
Roth CH Acquisition V Co.,非银金融
Innovid Corp.,传媒
"WaveDancer, Inc.",计算机
Apollomics Inc. Class A,医药生物
Tristar Acquisition I Corp. Class A,非银金融
Telesat Corp.,通信
Moving iMage Technologies Inc,电子
美利车金融,非银金融
IBO (Listing Market - NYSE Amex Network B F) Common Stock,非银金融
PMV Acquisition Corp.,非银金融
Tick Pilot Test Control Common Stock,非银金融
Tick Pilot Test Group 1 Common Stock,非银金融
Tick pilot Test 2 Common Stock,非银金融
Tick Pilot Test 3 Common Stock,非银金融
"PSI International, Inc.",计算机
无锡金城幕墙装饰工程有限公司,建筑装饰
Iron Horse Acquisition Corp.,非银金融
Vista Proppants & Logistics Inc.,石油石化
"Nexeon MedSystems, Inc.",医药生物
跳跃网络,通信
Aspen Insurance Holdings Ltd Depositary Shs Repr 1/1000th 5.625 % Non-Cum Red Perp Pfd Registered Sh,非银金融
富勤金融,非银金融
奔财科技,计算机
"Alopexx, Inc.",医药生物
"HeartCore Enterprises, Inc.",计算机
Nutex Health Inc,医药生物
Jaguar Global Growth Corp. I Class A,非银金融
ESAB Corporation,机械设备
Laser Photonics Corp.,电子
FutureTech II Acquisition Corp. Class A,非银金融
Western Acquisition Ventures Corp.,非银金融
Dakota Gold Corp,有色金属
Jackson Acquisition Co. Class A,非银金融
Sculptor Acquisition Corp. I Class A,非银金融
Southport Acquisition Corp. Class A,非银金融
ShoulderUp Technology Acquisition Corp. Class A,非银金融
VMG Consumer Acquisition Corp. Class A,非银金融
Semper Paratus Acquisition Corporation Class A,非银金融
Mount Rainier Acquisition Corp.,非银金融
Mountain Crest Acquisition Corp. V,非银金融
Hawks Acquisition Corp. Class A,非银金融
Hertz Global Holdings Inc,交通运输
"Stran & Company, Inc",商贸零售
Novusterra Inc,环保
TMT Acquisition Corp,非银金融
"Nuvectis Pharma, Inc.",医药生物
Neurosense Therapeutics Ltd.,医药生物
Yoshitsu Co. Ltd. Sponsored ADR,电子
LAMF Global Ventures Corp. I Class A,非银金融
TLGY Acquisition Corp. Class A,非银金融
"Milan Laser, Inc.",美容护理
Snow Lake Resources Ltd,有色金属
"UserTesting, Inc.",计算机
Bright Minds Biosciences Inc.,医药生物
Namaste World Acquisition Corp.,非银金融
Bellevue Life Sciences Acquisition Corp.,非银金融
Brigantine Acquisition Corp.,非银金融
BrightSpark Capitol Corp.,非银金融
Category Leader Partner Corp 1,非银金融
CE Energy Acquisition Corp.,公用事业
Decarbonization Plus Acquisition Corp V,环保
DD3 Acquisition Corp. III,非银金融
Distoken Acquisition Corporation,非银金融
ESH Acquisition Corp.,非银金融
Flag Ship Acquisition Corp,非银金融
Grandview Capital Acquisition Corp,非银金融
Gefen Landa Acquisition Corp.,非银金融
"GigCapital6, Inc.",非银金融
Alexandria Agtech/Climate Innovation Acquisition Corp.,农林牧渔
Univision Communications Inc. Class A,传媒
Trony Solar Holdings Co. Ltd. ADS,电力设备
"Truck Hero, Inc.",汽车
Trustwave Holdings Inc,计算机
Taggares Agriculture Corp,农林牧渔
"Stalwart Tankers, Inc.",交通运输
Tria Beauty Inc.,美容护理
Globoforce Group Plc,社会服务
"Taylor & Martin Group, Inc.",交通运输
"Altitude International Holdings, Inc.",社会服务
"Invivyd, Inc.",医药生物
贝莱德资产管理北亚有限公司,非银金融
"LINKBANCORP, Inc.",银行
"Ascent Solar Technologies, Inc.",电力设备
BCGF Acquisition Corp. Class A,非银金融
Genius Group Limited,计算机
"Wytec International, Inc.",通信
Sunshine Biopharma Incorporated,医药生物
Rigel Resource Acquisition Corp. Class A,非银金融
Concord Acquisition Corp. III Class A,非银金融
"Priam Properties, Inc.",房地产
SKYX Platforms Corp.,电子
Schultze Special Purpose Acquisition Corp. II Class A,非银金融
Crixus BH3 Acquisition Company Class A,非银金融
ION Acquisition Corporation 1 Limited Class A,非银金融
Cohn Robbins Holdings Corporation Class A,非银金融
Oaktree Acquisition Corp. II Class A,非银金融
Acon S2 Acquisition Corporation Class A,非银金融
VPC Impact Acquisition Holdings Class A,非银金融
Social Capital Hedosophia Holdings Corp. V Class A,非银金融
Duddell Street Acquisition Corp. Class A,非银金融
Spring Valley Acquisition Corporation Class A,非银金融
Zanite Acquisition Corp Class A,非银金融
Consonance-HFW Acquisition Corporation Class A,非银金融
Bridgetown 2 Holdings Ltd. Class A,非银金融
Provident Acquisition Corp. Class A,非银金融
Northern Genesis Acquisition Corp. II,非银金融
Rotor Acquisition Corp. Class A,非银金融
Supernova Partners Acquisition Co. II Ltd. Class A,非银金融
Khosla Ventures Acquisition Co. II Class A,非银金融
Alkuri Global Acquisition Corp. Class A,非银金融
"GigCapital4, Inc.",非银金融
BOA Acquisition Corp. Class A,非银金融
TPG Pace Solutions Corp. Class A,非银金融
SilverBox Engaged Merger Corp. I Class A,非银金融
Soaring Eagle Acquisition Corp. Class A,非银金融
"VPC Impact Acquisition Holdings III, Inc. Class A",非银金融
"Alfi, Inc.",计算机
掌门教育,社会服务
"Industrial Human Capital, Inc.",社会服务
"ZyVersa Therapeutics, Inc.",医药生物
格拉德斯通投资,非银金融
WeWork Inc. Class A,房地产
Endurance Acquisition Corp. Class A,非银金融
PowerUp Acquisition Corp. Class A,非银金融
"Warner Bros. Discovery, Inc. Series A",传媒
"Excelerate Energy, Inc. Class A",石油石化
Lakeshore Acquisition II Corporation,非银金融
PennantPark Investment Corporation,非银金融
Applied Digital Corporation,计算机
"Charge Enterprises, Inc.",通信
SaverOne 2014 Ltd. ADR,电子
"Sharps Technology, Inc.",医药生物
iCoreConnect Inc.,通信
Bitcoin Depot Inc. Class A,非银金融
Clean Earth Acquisitions Corp. Class A,环保
JE Cleantech Holdings Limited,环保
"Aclarion, Inc.",医药生物
"SOS Hydration, Inc.",食品饮料
RF Acquisition Corp. Class A,非银金融
Sound Point Acquisition Corp. I Ltd. Class A,非银金融
"Reborn Coffee, Inc.",食品饮料
SHUAA Partners Acquisition Corp. I Class A,非银金融
"Oxeia Biopharmaceuticals, Inc.",医药生物
"Tenon Medical, Inc.",医药生物
Valuence Merger Corp. I Class A,非银金融
"Innovative Eyewear, Inc.",电子
LatAmGrowth SPAC Class A,非银金融
"Vigil Neuroscience, Inc.",医药生物
Apptech Payments Corp,计算机
"2seventy Bio, Inc.",医药生物
"Bird Global, Inc. Class A",交通运输
"Lulu's Fashion Lounge Holdings, Inc.",纺织服饰
"BioRestorative Therapies, Inc.",医药生物
"IO Biotech, Inc.",医药生物
"GigCapital5, Inc.",非银金融
MDxHealth S.A. Sponsored ADR,医药生物
Activate Permanent Capital Corp.,非银金融
Apollo Strategic Growth Capital III,非银金融
"Ameri Metro, Inc.",交通运输
Aspirational Consumer Lifestyle Corp. II,非银金融
Atlas Growth Acquisition Ltd,非银金融
Cain Acquisition Corp.,非银金融
Callodine Acquisition Corp.,非银金融
Consumer Capital Group Inc.,商贸零售
"China Gewang Biotechnology, Inc.",医药生物
Climate Real Impact Solutions III Acquisition Corp,环保
Cure Pharmaceutical Holding Corp.,医药生物
EFactor Group Corp.,传媒
iSign Solutions Inc.,通信
"MoneyOnMobile, Inc.",商贸零售
Mindset Growth Opportunities I Corp.,非银金融
N2 Acquisition Holdings Corp.,非银金融
"Protalex, Inc.",医药生物
Serendipity Capital Acquisition Corp.,非银金融
Siddhi Acquisition Corp.,非银金融
"Sports Field Holdings, Inc.",建筑装饰
Stillwater Growth Corp. I,非银金融
TCG Growth Opportunities Corp.,非银金融
Twist Investment Corp,非银金融
Victory Acquisition Corp.,非银金融
Jaws Wildcat Acquisition Corp,非银金融
Aimfinity Investment Corp. I,非银金融
tru Shrimp Companies Inc,农林牧渔
安本新兴市场股票收益基金,非银金融
Obsidian Energy Ltd,石油石化
Blackstone Secured Lending Fund,非银金融
Akanda Corp,医药生物
Roth CH Acquisition Co. Class A,非银金融
"Peak Bio, Inc.",医药生物
SeaStar Medical Holding Corporation,医药生物
"OmniAb, Inc.",医药生物
PhenixFIN Corporation,非银金融
bleuacacia Ltd. Class A,非银金融
Annovis Bio Inc,医药生物
GP-Act III Acquisition Corp.,非银金融
Global Robotic Drone Acquisition Corp.,机械设备
Haymaker Acquisition Corp. IV,非银金融
ACI Corp. III,非银金融
ICG Hypersonic Acquisition Corp.,国防军工
Atlas Crest Investment Corp. IV,非银金融
Keter1 Acquisition Corp,非银金融
"AdMY Technology Group, Inc.",计算机
Lazard Fintech Acquisition Corp. I,非银金融
Lazard Healthcare Acquisition Corp. I,医药生物
Aperture Acquisition Corp.,非银金融
LTV Capital Partners I,非银金融
BCC Investment Corp.,非银金融
Motor City Acquisition Corp.,非银金融
Brimstone Acquisition Holdings Corp.,非银金融
Makara Strategic Acquisition Corp.,非银金融
Capitol Investment Corp. VI,非银金融
"AmeriQuest, Inc.",商贸零售
"Marizyme, Inc.",医药生物
Rentokil Initial plc Sponsored ADR,社会服务
"Hempacco Co., Inc.",食品饮料
"SPX Technologies, Inc.",机械设备
Empire Petroleum Corporation,石油石化
BellRing Distribution LLC,食品饮料
"Amylyx Pharmaceuticals, Inc.",医药生物
"Cincor Pharma, Inc.",医药生物
Fresh Vine Wine Inc,食品饮料
Fat Projects Acquisition Corp Class A,非银金融
"Oncology Institute, Inc.",医药生物
Sportsmap Tech Acquisition Corp.,非银金融
Chain Bridge I Class A,非银金融
"CBL & Associates Properties, Inc.",房地产
SDCL EDGE Acquisition Corp. Class A,非银金融
Sunfire Acquisition Corp Limited Class A,非银金融
Noble Education Acquisition Corp.,非银金融
"Rigetti Computing, Inc.",计算机
ZimVie Inc.,医药生物
Sizzle Acquisition Corp,非银金融
壳牌,石油石化
Genesis Growth Tech Acquisition Corp. Class A,非银金融
Forbion European Acquisition Corp. Class A,非银金融
第一加勒比国际银行,银行
Microlin Bio Inc,医药生物
"Home BancShares, Inc.",银行
Vestis Corporation,轻工制造
Veralto Corp,机械设备
Courtside Group Inc.,社会服务
XJet Ltd.,机械设备
"Shapeways Holdings, Inc.",电子
Gamer Pakistan Inc,传媒
Davis Commodities Limited,农林牧渔
PHINIA Inc.,计算机
Golden Star Acquisition Corporation,非银金融
Maison Solutions Inc. Class A,计算机
福尼克斯,家用电器
"Super League Enterprise, Inc.",传媒
宏桥高科,有色金属
Envista Holdings Corp.,医药生物
"XPEL, Inc.",电子
明大嘉和,医药生物
"OLB Group, Inc.",计算机
微美全息,传媒
Artelo Biosciences Inc,医药生物
中比能源,石油石化
IHS Markit Ltd.,社会服务
Akerna Corp.,计算机
"IAA, Inc.",交通运输
FLEX LNG Ltd,石油石化
Amcor PLC,轻工制造
"Air T, Inc.",交通运输
中指控股,房地产
"RealReal, Inc.",商贸零售
帕克合众银行,银行
PCTEL Inc,通信
Patterson-UTI能源,石油石化
PAR Technology Corporation,计算机
"PDC Energy, Inc.",石油石化
派克汉尼汾,机械设备
"PDF Solutions, Inc.",计算机
"Paycom Software, Inc.",计算机
"Sunstone Hotel Investors, Inc.",房地产
梅索德电子,电子
MFS Intermediate Income Trust,非银金融
Mesa Royalty Trust,非银金融
Capri Holdings Limited,纺织服饰
Mesabi Trust,煤炭
MFS Multimarket Income Trust,非银金融
MFS Municipal Income Trust,非银金融
米塔金融,非银金融
微芯科技,电子
MFS Special Value Trust,非银金融
Tiga Acquisition Corp. II Class A,非银金融
福克斯-A,传媒
"PagerDuty, Inc.",计算机
"X4 Pharmaceuticals, Inc.",医药生物
Kinetik Holdings Inc. Class A,石油石化
Jumia Technologies AG Sponsored ADR,商贸零售
BiomX Inc.,医药生物
幸福来,食品饮料
箩筐技术,计算机
美国联合能源,电力设备
联合天然食品,食品饮料
"UTZ Brands, Inc. Class A",食品饮料
Cambium Networks Corporation,通信
"BridgeBio Pharma, Inc.",医药生物
"Atreca, Inc. Class A",医药生物
Royce Micro-Cap Trust,非银金融
Royce Value Trust,非银金融
Nuveen Missouri Quality Municipal Income Fund,非银金融
Nuveen Floating Rate Income Fund,非银金融
麦当劳,食品饮料
McEwen Mining Inc.,有色金属
"MEI Pharma, Inc.",医药生物
莫肯特尔银行,银行
快验保,社会服务
美世国际,社会服务
新濠博亚娱乐,传媒
美好医疗系统,医药生物
MediWound Ltd.,医药生物
默克,医药生物
Meritage Homes Corporation,房地产
默邱利通用,机械设备
"Meritor, Inc.",机械设备
"Mercury Systems, Inc.",计算机
"Pediatrix Medical Group, Inc.",医药生物
梅瑞狄斯,食品饮料
"Medical Properties Trust, Inc.",房地产
美敦力,医药生物
美第奇新星生物技术,医药生物
SharpLink Gaming Ltd,传媒
拉美商业服务,社会服务
美鼎生物,医药生物
MicroStrategy Incorporated Class A,计算机
"Mistras Group, Inc.",机械设备
移动电信,通信
Amplify Energy Corp.,石油石化
思维终端科技,计算机
维视图像,电子
米奇汗姆,食品饮料
西部第一银行,银行
宾州中部银行,银行
"Mitek Systems, Inc.",计算机
"Model N, Inc.",计算机
Minerals Technologies Inc.,有色金属
"Mid-America Apartment Communities, Inc.",房地产
Minerva Neurosciences Inc,医药生物
丰田汽车,汽车
越洋钻探,石油石化
Pimco New York Municipal Income Fund II,非银金融
Element Solutions Inc,基础化工
Pluri Inc.,医药生物
奥迪富斯,汽车
Voya Asia Pacific High Dividend Equity Income Fund,非银金融
固安捷,计算机
Wabash National Corporation,机械设备
VSE Corporation,交通运输
Voya Emerging Markets High Income Dividend Equity Fund,非银金融
威伯科,汽车
"Voya Financial, Inc.",非银金融
火神材料,建筑材料
Voya Global Advantage and Premium Opportunity Fund,非银金融
"Voya Infrastructure, Industrials and Materials Fund",非银金融
W. R. Berkley Corporation,非银金融
华盛顿信托银行,银行
迪士尼,传媒
格雷斯事务所,社会服务
"UMH Properties, Inc.",房地产
超科林半导体,电子
联合银行股份,银行
Umpqua Holdings Corporation,非银金融
美国社区银行,银行
联合太平洋,交通运输
Prospect Capital Corporation,非银金融
公共服务企业,公用事业
泰科电子,电子
OGE能源,公用事业
欧德国家银行,银行
Ocwen金融,非银金融
俄亥俄河谷银行,银行
Old Point Financial Corporation,银行
奥麦罗制药,医药生物
奥德赛海洋探索,交通运输
Pool Corporation,商贸零售
Kimbell Royalty Partners LP,石油石化
"Laureate Education, Inc.",社会服务
Varex Imaging Corporation,医药生物
"REV Group, Inc.",汽车
奥莱利汽车,汽车
奥斯城金融服务,非银金融
Orange SA Sponsored ADR,通信
欧尼克,建筑材料
"Organovo Holdings, Inc.",医药生物
"Retail Properties of America, Inc. Class A",房地产
米糠科技,电子
"Rexford Industrial Realty, Inc.",房地产
理查森电子,电子
"Retractable Technologies, Inc.",医药生物
来德爱,医药生物
Ring能源,石油石化
Xilio Therapeutics Inc,医药生物
"Minerva Surgical, Inc.",医药生物
Sylvamo Corporation,轻工制造
Jet.AI Inc.,计算机
"LanzaTech Global, Inc.Class A",环保
Exscientia Plc Sponsored ADR,医药生物
施乐,计算机
"Rotech Healthcare Holdings, Inc.",医药生物
"Cognition Therapeutics, Inc.",医药生物
Amplitude Inc Class A,计算机
"Allbirds, Inc. Class A",纺织服饰
Greenidge Generation Holdings Inc. Class A,公用事业
Goldenstone Acquisition Ltd.,非银金融
"Theseus Pharmaceuticals, Inc.",医药生物
"Tivic Health Systems, Inc.",医药生物
"Archaea Energy, Inc. Class A",石油石化
"Aris Water Solutions, Inc. Class A",环保
"Actelis Networks, Inc.",通信
Bright Green Corp.,环保
"GameWorks, Inc.",传媒
"Eve Holding, Inc.",交通运输
Sterling Check Corp.,社会服务
"UTXO Acquisition, Inc. Class A",非银金融
Neo Technology Acquisition Corp. Class A,非银金融
"Enfusion, Inc. Class A",计算机
Cue Health Inc.,医药生物
Nuveenn Intermediate Duration Quality Municipal Term Fund,非银金融
"Curative Biotechnology, Inc.",医药生物
耐莫斯制药,医药生物
Nuveen Senior Income Fund,非银金融
凹凸科技,计算机
橡木谷银行,银行
Nuveen Short Duration Credit Opportunities Fund,非银金融
国际海洋工程,交通运输
海洋第一金融,非银金融
NV5 Global Inc,环保
"Sculptor Capital Management, Inc. Class A",非银金融
"Oclaro, Inc.",电子
欧美佳福莱克斯,家用电器
Oconee Federal Financial Corp.,银行
SNDL Inc.,食品饮料
UpHealth Inc,医药生物
魔线,通信
蓝威斯顿,机械设备
万国数据,计算机
Adient plc,汽车
罗致恒富,非银金融
REX American Resources Corporation,煤炭
"RingCentral, Inc. Class A",通信
里佛维尤银行,银行
RLI保险,非银金融
"Rocket Fuel, Inc.",通信
力拓,有色金属
RLJ Lodging Trust,房地产
罗克韦尔自动化,机械设备
罗克韦尔柯林斯,国防军工
罗克韦尔医药,医药生物
"Rollins, Inc.",社会服务
Rovi Corporation,通信
"Rocky Brands, Inc.",纺织服饰
桑德斯普林银行,银行
"Sangamo Therapeutics, Inc.",医药生物
Saratoga Investment Corp.,非银金融
"Mativ Holdings, Inc.",轻工制造
腾讯音乐,传媒
"NGM Biopharmaceuticals, Inc.",医药生物
"Arcus Biosciences, Inc.",医药生物
台湾微脂体,医药生物
"Zscaler, Inc.",计算机
"Bridgewater Bancshares, Inc.",银行
Blink Charging Co,电力设备
"BioXcel Therapeutics, Inc.",医药生物
ElectraMeccanica Vehicles Corp.,汽车
BrightSpire Capital Inc,非银金融
见知教育,社会服务
Envision Healthcare Corp.,医药生物
高途,计算机
"Kontoor Brands, Inc.",纺织服饰
"Beyond Air, Inc.",医药生物
"Golden Nugget Online Gaming, Inc. Class A",社会服务
"Coda Octopus Group, Inc.",机械设备
"United-Guardian, Inc.",医药生物
"UFP Industries, Inc.",轻工制造
"ServiceSource International, Inc.",社会服务
Sensata科技控股,电子
旭明光电,电子
"Servotronics, Inc.",机械设备
森馨,食品饮料
新韩金融,非银金融
SFL Corporation Limited,交通运输
塞弗恩银行,银行
Siebert Financial Corp.,非银金融
塞拉银行,银行
"Shoe Carnival, Inc.",商贸零售
盟军集团,国防军工
希拉无线,通信
Sonoco Products Company,轻工制造
房天下,房地产
"Sound Financial Bancorp, Inc.",银行
Source资本,非银金融
"South Jersey Industries, Inc.",公用事业
SouthState Corporation,银行
西南能源,石油石化
南方电力,公用事业
南方铜业,有色金属
SpartanNash Company,商贸零售
南方第一银行,银行
"Spirit AeroSystems Holdings, Inc. Class A",国防军工
"Southern Missouri Bancorp, Inc.",银行
"Natural Grocers by Vitamin Cottage, Inc.",商贸零售
Cornerstone Building Brands Inc,建筑材料
National HealthCare Corporation,医药生物
"NNN REIT, Inc.",房地产
Navigator Holdings Ltd.,交通运输
Natural Resource Partners L.P.,煤炭
Jupiter Acquisition Corp. Class A,非银金融
Liberty Resources Acquisition Corp. Class A,非银金融
"DICE Therapeutics, Inc.",医药生物
Clean Energy Special Situations Corp.,公用事业
WEX公司,计算机
西屋制动,机械设备
"Remark Holdings, Inc.",传媒
Regis Corporation,美容护理
"Republic First Bancorp, Inc.",银行
"Upbound Group, Inc.",计算机
共和废品处理,环保
RENN Fund,非银金融
美国再保险集团,非银金融
Research Frontiers Incorporated,电子
ACRES Commercial Realty Corp.,房地产
瑞思迈,医药生物
Emeren Group Ltd Sponsored ADR,公用事业
RH,建筑装饰
Resolute Forest Products Inc.,轻工制造
"WW International, Inc.",美容护理
托罗配件,机械设备
"ICC Holdings, Inc.",非银金融
加拿大鹅,纺织服饰
"NI Holdings, Inc.",非银金融
Ardagh Group S.A. Class A,轻工制造
"International Money Express, Inc.",交通运输
万春医药,医药生物
Playa Hotels & Resorts N.V.,社会服务
"Akoustis Technologies, Inc.",电子
"J.Jill, Inc.",纺织服饰
Welbilt Inc,家用电器
"Snap, Inc. Class A",传媒
"Rent the Runway, Inc.",纺织服饰
恩赛因,石油石化
"First Eagle Alternative Capital BDC, Inc.",非银金融
"TherapeuticsMD, Inc.",医药生物
Tower半导体,电子
TransAct Technologies Incorporated,计算机
"Asensus Surgical, Inc.",医药生物
TransAlta Corporation,公用事业
"Tri Pointe Homes, Inc.",房地产
Transglobe能源,石油石化
Trecora Resources,石油石化
Sea Limited Sponsored ADR Class A,商贸零售
Monro Inc,交通运输
穆迪,非银金融
"Monarch Casino & Resort, Inc.",社会服务
Monroe Capital Corp.,非银金融
摩根士丹利印度投资基金,非银金融
亿滋国际,食品饮料
怪物饮料,食品饮料
速汇金国际,非银金融
唐恩银行,银行
TC Energy Corporation,公用事业
"LendingTree, Inc.",非银金融
彪马生物技术,医药生物
Qiwi Plc Sponsored ADR Class B,非银金融
"Pzena Investment Management, Inc. Class A",非银金融
纽蒙特,有色金属
NextEra Energy Partners LP,公用事业
必迈医药,医药生物
新园能源,公用事业
NGL Energy Partners LP,公用事业
"Revolve Group, Inc Class A",商贸零售
"YETI Holdings, Inc.",轻工制造
Gamida Cell Ltd.,医药生物
Fisker Inc Class A,汽车
R1 RCM Inc,社会服务
"BRP, Inc.",汽车
"Hanger, Inc.",社会服务
新濠影汇,社会服务
"Kodiak Sciences, Inc.",医药生物
搜狐,传媒
"Upwork, Inc.",计算机
Loma Negra Compania Industrial Argentina SA Sponsored ADR,建筑材料
巴西国家黑色冶金,钢铁
Navios海事控股,交通运输
"Worldpay, Inc. Class A",非银金融
Veeva Systems Inc Class A,计算机
瓦里安医疗系统,医药生物
"Vera Bradley, Inc.",纺织服饰
威瑞森,通信
"Varonis Systems, Inc.",计算机
Veracyte Inc,医药生物
